timestamp,jordanian_dinar_target,feature_currency_1_MVR,feature_currency_2_MMK,feature_currency_3_INR,feature_currency_4_NPR,feature_currency_5_VND
2004-01-01 00:00:00+03:00,0.71,12.8,6.18,45.53,70.6,15147.0
2004-01-02 00:00:00+03:00,0.7,12.8,6.18,45.6,70.6,15147.0
2004-01-05 00:00:00+03:00,0.71,12.8,6.18,45.47,70.62,15148.0
2004-01-06 00:00:00+03:00,0.71,12.8,6.18,45.55,70.58,15150.0
2004-01-07 00:00:00+03:00,0.71,12.8,6.18,45.39,70.6,15153.0
2004-01-08 00:00:00+03:00,0.71,12.8,6.17,45.47,70.46,15129.0
2004-01-09 00:00:00+03:00,0.7,12.8,6.19,45.35,70.66,15176.0
2004-01-12 00:00:00+03:00,0.71,12.8,6.18,45.34,70.63,15158.0
2004-01-13 00:00:00+03:00,0.71,12.8,6.18,45.31,70.62,15163.0
2004-01-14 00:00:00+03:00,0.71,12.8,6.18,45.33,70.61,15162.0
2004-01-15 00:00:00+03:00,0.71,12.8,6.18,45.35,70.6,15164.0
2004-01-16 00:00:00+03:00,0.7,12.8,6.19,45.33,70.71,15187.0
2004-01-19 00:00:00+03:00,0.71,12.8,6.17,45.33,70.5,15143.0
2004-01-20 00:00:00+03:00,0.71,12.8,6.17,45.33,70.46,15138.0
2004-01-21 00:00:00+03:00,0.71,12.8,6.18,45.31,70.54,15153.0
2004-01-22 00:00:00+03:00,0.71,12.8,6.18,45.32,70.63,15172.0
2004-01-23 00:00:00+03:00,0.7,12.8,6.19,45.24,70.73,15192.0
2004-01-26 00:00:00+03:00,0.71,12.8,6.18,45.23,70.64,15174.0
2004-01-27 00:00:00+03:00,0.71,12.8,6.17,45.27,70.54,15170.0
2004-01-28 00:00:00+03:00,0.71,12.8,6.18,45.25,70.64,15194.0
2004-01-29 00:00:00+03:00,0.71,12.8,6.18,45.27,70.62,15198.0
2004-01-30 00:00:00+03:00,0.7,12.8,6.17,45.0,70.48,15165.0
2004-02-02 00:00:00+03:00,0.71,12.8,6.17,45.17,70.5,15179.0
2004-02-03 00:00:00+03:00,0.7,12.8,6.18,45.21,70.61,15228.0
2004-02-04 00:00:00+03:00,0.71,12.8,6.18,45.21,70.61,15228.0
2004-02-05 00:00:00+03:00,0.71,12.8,6.18,45.21,70.58,15216.0
2004-02-06 00:00:00+03:00,0.71,12.8,6.18,45.17,70.6,15208.0
2004-02-09 00:00:00+03:00,0.71,12.8,6.21,45.19,70.97,15304.0
2004-02-10 00:00:00+03:00,0.71,12.8,6.18,45.18,70.61,15208.0
2004-02-11 00:00:00+03:00,0.71,12.8,6.18,45.19,70.59,15190.0
2004-02-12 00:00:00+03:00,0.71,12.8,6.18,45.2,70.63,15195.0
2004-02-13 00:00:00+03:00,0.71,12.8,6.18,45.36,70.64,15222.0
2004-02-16 00:00:00+03:00,0.71,12.8,6.18,45.18,70.63,15226.0
2004-02-17 00:00:00+03:00,0.71,12.8,6.19,45.2,70.67,15243.0
2004-02-18 00:00:00+03:00,0.71,12.8,6.19,45.17,70.69,15242.0
2004-02-19 00:00:00+03:00,0.71,12.8,6.18,45.19,70.63,15225.0
2004-02-20 00:00:00+03:00,0.7,12.8,6.18,45.17,70.59,15231.0
2004-02-23 00:00:00+03:00,0.71,12.8,6.18,45.17,70.61,15239.0
2004-02-24 00:00:00+03:00,0.71,12.8,6.18,45.21,70.59,15248.0
2004-02-25 00:00:00+03:00,0.71,12.8,6.19,45.19,70.69,15269.0
2004-02-26 00:00:00+03:00,0.71,12.8,6.18,45.17,70.56,15226.0
2004-02-27 00:00:00+03:00,0.71,12.8,6.18,45.2,70.56,15242.0
2004-03-01 00:00:00+03:00,0.71,12.8,6.18,45.17,70.61,15257.0
2004-03-02 00:00:00+03:00,0.71,12.8,6.18,45.18,70.61,15257.0
2004-03-03 00:00:00+03:00,0.71,12.8,6.19,45.15,70.67,15280.0
2004-03-04 00:00:00+03:00,0.71,12.8,6.18,45.23,70.64,15287.0
2004-03-05 00:00:00+03:00,0.7,12.8,6.17,45.19,70.55,15263.0
2004-03-08 00:00:00+03:00,0.71,12.8,6.18,45.18,70.62,15269.0
2004-03-09 00:00:00+03:00,0.71,12.8,6.18,45.13,70.55,15247.0
2004-03-10 00:00:00+03:00,0.71,12.8,6.18,45.11,70.49,15247.0
2004-03-11 00:00:00+03:00,0.71,12.8,6.17,45.18,70.5,15233.0
2004-03-12 00:00:00+03:00,0.71,12.8,6.18,45.17,70.6,15265.0
2004-03-15 00:00:00+03:00,0.71,12.8,6.18,45.17,70.6,15261.0
2004-03-16 00:00:00+03:00,0.71,12.8,6.17,45.15,70.54,15228.0
2004-03-17 00:00:00+03:00,0.71,12.8,6.17,45.17,70.54,15216.0
2004-03-18 00:00:00+03:00,0.71,12.8,6.18,45.15,70.6,15224.0
2004-03-19 00:00:00+03:00,0.71,12.8,6.18,45.09,70.58,15230.0
2004-03-22 00:00:00+03:00,0.71,12.8,6.18,45.07,70.55,15225.0
2004-03-23 00:00:00+03:00,0.71,12.8,6.17,44.81,70.54,15228.0
2004-03-24 00:00:00+03:00,0.71,12.8,6.17,44.66,70.54,15235.0
2004-03-25 00:00:00+03:00,0.71,12.8,6.17,44.66,70.45,15213.0
2004-03-26 00:00:00+03:00,0.71,12.8,6.17,44.5,70.48,15221.0
2004-03-29 00:00:00+04:00,0.71,12.8,6.18,43.98,70.58,15237.0
2004-03-30 00:00:00+04:00,0.71,12.8,6.18,43.81,70.6,15226.0
2004-03-31 00:00:00+04:00,0.71,12.8,6.17,43.33,70.52,15201.0
2004-04-01 00:00:00+04:00,0.71,12.8,6.18,43.37,70.59,15226.0
2004-04-02 00:00:00+04:00,0.71,12.8,6.18,43.7,70.55,15226.0
2004-04-05 00:00:00+04:00,0.71,12.8,6.17,43.57,70.52,15210.0
2004-04-06 00:00:00+04:00,0.71,12.8,6.17,43.63,70.52,15210.0
2004-04-07 00:00:00+04:00,0.71,12.8,6.16,43.38,70.44,15193.0
2004-04-08 00:00:00+04:00,0.71,12.8,6.17,43.53,70.54,15213.0
2004-04-09 00:00:00+04:00,0.71,12.8,6.17,43.52,70.54,15213.0
2004-04-12 00:00:00+04:00,0.71,12.8,6.17,43.52,70.54,15213.0
2004-04-13 00:00:00+04:00,0.71,12.8,6.17,43.63,70.48,15202.0
2004-04-14 00:00:00+04:00,0.71,12.8,6.17,43.67,70.47,15196.0
2004-04-15 00:00:00+04:00,0.71,12.8,6.17,43.81,70.46,15193.0
2004-04-16 00:00:00+04:00,0.71,12.8,6.16,43.73,70.43,15183.0
2004-04-19 00:00:00+04:00,0.71,12.8,6.17,43.79,70.48,15192.0
2004-04-20 00:00:00+04:00,0.71,12.8,6.17,43.87,70.48,15189.0
2004-04-21 00:00:00+04:00,0.71,12.8,6.16,43.98,70.43,15179.0
2004-04-22 00:00:00+04:00,0.71,12.8,6.17,43.94,70.45,15179.0
2004-04-23 00:00:00+04:00,0.71,12.8,6.17,44.11,70.52,15205.0
2004-04-26 00:00:00+04:00,0.71,12.8,6.17,44.01,70.49,15196.0
2004-04-27 00:00:00+04:00,0.71,12.8,6.17,44.07,70.56,15209.0
2004-04-28 00:00:00+04:00,0.71,12.8,6.16,44.11,70.44,15179.0
2004-04-29 00:00:00+04:00,0.71,12.8,6.17,44.32,70.47,15189.0
2004-04-30 00:00:00+04:00,0.71,12.8,6.15,44.28,70.29,15149.0
2004-05-03 00:00:00+04:00,0.71,12.8,6.17,44.29,70.47,15186.0
2004-05-04 00:00:00+04:00,0.71,12.8,6.17,44.77,70.48,15198.0
2004-05-05 00:00:00+04:00,0.71,12.8,6.17,44.56,70.52,15207.0
2004-05-06 00:00:00+04:00,0.71,12.8,6.19,44.59,70.67,15239.0
2004-05-07 00:00:00+04:00,0.7,12.8,6.17,44.53,70.51,15207.0
2004-05-10 00:00:00+04:00,0.71,12.8,6.16,44.97,70.43,15196.0
2004-05-11 00:00:00+04:00,0.71,12.8,6.16,45.17,70.43,15197.0
2004-05-12 00:00:00+04:00,0.71,12.8,6.17,45.31,70.45,15203.0
2004-05-13 00:00:00+04:00,0.71,12.8,6.16,45.16,70.44,15202.0
2004-05-14 00:00:00+04:00,0.71,12.8,6.16,45.38,70.44,15200.0
2004-05-17 00:00:00+04:00,0.71,12.8,6.17,45.43,70.55,15231.0
2004-05-18 00:00:00+04:00,0.71,12.8,6.17,45.35,70.5,15227.0
2004-05-19 00:00:00+04:00,0.71,12.8,6.17,45.08,70.51,15235.0
2004-05-20 00:00:00+04:00,0.71,12.8,6.17,45.11,70.51,15235.0
2004-05-21 00:00:00+04:00,0.71,12.8,6.17,45.19,70.54,15253.0
2004-05-24 00:00:00+04:00,0.71,12.8,6.16,45.18,70.44,15227.0
2004-05-25 00:00:00+04:00,0.71,12.8,6.17,45.27,70.46,15224.0
2004-05-26 00:00:00+04:00,0.71,12.8,6.17,45.27,70.48,15221.0
2004-05-27 00:00:00+04:00,0.71,12.8,6.17,45.29,70.51,15231.0
2004-05-28 00:00:00+04:00,0.71,12.8,6.18,45.29,70.56,15232.0
2004-05-31 00:00:00+04:00,0.71,12.8,6.18,45.29,70.56,15232.0
2004-06-01 00:00:00+04:00,0.71,12.8,6.18,45.37,70.57,15236.0
2004-06-02 00:00:00+04:00,0.71,12.8,6.18,45.35,70.56,15228.0
2004-06-03 00:00:00+04:00,0.71,12.8,6.17,45.1,70.53,15216.0
2004-06-04 00:00:00+04:00,0.71,12.8,6.18,45.05,70.56,15228.0
2004-06-07 00:00:00+04:00,0.71,12.8,6.18,44.93,70.61,15245.0
2004-06-08 00:00:00+04:00,0.71,12.8,6.2,44.93,70.89,15288.0
2004-06-09 00:00:00+04:00,0.71,12.8,6.18,44.83,70.61,15233.0
2004-06-10 00:00:00+04:00,0.71,12.8,6.18,44.99,70.61,15225.0
2004-06-11 00:00:00+04:00,0.7,12.8,6.17,45.07,70.46,15196.0
2004-06-14 00:00:00+04:00,0.71,12.8,6.17,45.25,70.49,15192.0
2004-06-15 00:00:00+04:00,0.71,12.8,6.17,45.26,70.5,15194.0
2004-06-16 00:00:00+04:00,0.71,12.8,6.17,45.33,70.51,15195.0
2004-06-17 00:00:00+04:00,0.71,12.8,6.17,45.43,70.51,15194.0
2004-06-18 00:00:00+04:00,0.71,12.8,6.17,45.51,69.68,15192.0
2004-06-21 00:00:00+04:00,0.71,12.8,6.17,45.77,69.74,15212.0
2004-06-22 00:00:00+04:00,0.71,12.8,6.17,46.07,69.71,15218.0
2004-06-23 00:00:00+04:00,0.71,12.8,6.17,45.54,69.71,15209.0
2004-06-24 00:00:00+04:00,0.71,12.8,6.17,45.75,69.7,15207.0
2004-06-25 00:00:00+04:00,0.71,12.8,6.17,45.68,69.68,15205.0
2004-06-28 00:00:00+04:00,0.71,12.8,6.17,45.74,69.52,15220.0
2004-06-29 00:00:00+04:00,0.71,12.8,6.17,45.91,69.51,15208.0
2004-06-30 00:00:00+04:00,0.71,12.8,6.17,45.89,69.54,15206.0
2004-07-01 00:00:00+04:00,0.71,12.8,6.18,45.79,69.62,15228.0
2004-07-02 00:00:00+04:00,0.71,12.8,6.17,45.59,69.52,15213.0
2004-07-05 00:00:00+04:00,0.71,12.8,6.17,45.69,69.52,15214.0
2004-07-06 00:00:00+04:00,0.71,12.8,6.18,45.89,69.56,15229.0
2004-07-07 00:00:00+04:00,0.71,12.8,6.18,45.73,69.56,15220.0
2004-07-08 00:00:00+04:00,0.71,12.8,6.17,45.65,69.53,15206.0
2004-07-09 00:00:00+04:00,0.71,12.8,6.18,45.61,69.6,15218.0
2004-07-12 00:00:00+04:00,0.71,12.8,6.18,45.59,69.6,15211.0
2004-07-13 00:00:00+04:00,0.71,12.8,6.18,45.75,69.58,15215.0
2004-07-14 00:00:00+04:00,0.71,12.8,6.18,45.87,69.57,15217.0
2004-07-15 00:00:00+04:00,0.71,12.8,6.19,46.03,69.71,15254.0
2004-07-16 00:00:00+04:00,0.7,12.8,6.18,46.09,69.57,15217.0
2004-07-19 00:00:00+04:00,0.71,12.8,6.18,45.99,69.58,15227.0
2004-07-20 00:00:00+04:00,0.71,12.8,6.18,45.91,69.64,15244.0
2004-07-21 00:00:00+04:00,0.71,12.8,6.17,46.01,69.54,15221.0
2004-07-22 00:00:00+04:00,0.71,12.8,6.17,46.11,69.54,15214.0
2004-07-23 00:00:00+04:00,0.71,12.8,6.17,46.12,69.5,15212.0
2004-07-26 00:00:00+04:00,0.71,12.8,6.17,46.19,69.55,15230.0
2004-07-27 00:00:00+04:00,0.71,12.8,6.17,46.11,69.51,15221.0
2004-07-28 00:00:00+04:00,0.71,12.8,6.15,46.27,69.32,15167.0
2004-07-29 00:00:00+04:00,0.71,12.8,6.17,46.31,69.51,15217.0
2004-07-30 00:00:00+04:00,0.71,12.8,6.17,46.25,69.52,15228.0
2004-08-02 00:00:00+04:00,0.71,12.8,6.18,46.23,69.56,15230.0
2004-08-03 00:00:00+04:00,0.71,12.8,6.17,46.21,69.49,15224.0
2004-08-04 00:00:00+04:00,0.71,12.8,6.17,46.31,69.49,15234.0
2004-08-05 00:00:00+04:00,0.71,12.8,6.18,46.27,69.56,15256.0
2004-08-06 00:00:00+04:00,0.71,12.8,6.17,46.19,69.51,15241.0
2004-08-09 00:00:00+04:00,0.71,12.8,6.18,46.3,69.59,15256.0
2004-08-10 00:00:00+04:00,0.71,12.8,6.18,46.23,69.57,15245.0
2004-08-11 00:00:00+04:00,0.71,12.8,6.18,46.21,69.59,15246.0
2004-08-12 00:00:00+04:00,0.71,12.8,6.17,46.19,69.53,15227.0
2004-08-13 00:00:00+04:00,0.7,12.8,6.17,46.23,69.5,15225.0
2004-08-16 00:00:00+04:00,0.71,12.8,6.17,46.23,69.53,15236.0
2004-08-17 00:00:00+04:00,0.71,12.8,6.18,46.24,69.58,15251.0
2004-08-18 00:00:00+04:00,0.71,12.8,6.17,46.26,69.54,15241.0
2004-08-19 00:00:00+04:00,0.71,12.8,6.18,46.27,69.55,15242.0
2004-08-20 00:00:00+04:00,0.71,12.8,6.18,46.21,69.55,15247.0
2004-08-23 00:00:00+04:00,0.71,12.8,6.18,46.15,69.56,15256.0
2004-08-24 00:00:00+04:00,0.71,12.8,6.17,46.21,69.53,15252.0
2004-08-25 00:00:00+04:00,0.71,12.8,6.17,46.24,69.46,15238.0
2004-08-26 00:00:00+04:00,0.71,12.8,6.17,46.27,69.5,15250.0
2004-08-27 00:00:00+04:00,0.71,12.8,6.17,46.23,69.51,15249.0
2004-08-30 00:00:00+04:00,0.71,12.8,6.17,46.23,69.48,15238.0
2004-08-31 00:00:00+04:00,0.71,12.8,6.17,46.27,69.46,15226.0
2004-09-01 00:00:00+04:00,0.71,12.8,6.17,46.25,69.54,15253.0
2004-09-02 00:00:00+04:00,0.71,12.8,6.17,46.25,69.54,15250.0
2004-09-03 00:00:00+04:00,0.71,12.8,6.17,46.23,69.53,15253.0
2004-09-06 00:00:00+04:00,0.71,12.8,6.17,46.25,69.53,15256.0
2004-09-07 00:00:00+04:00,0.71,12.8,6.17,46.29,69.48,15257.0
2004-09-08 00:00:00+04:00,0.71,12.8,6.17,46.24,69.5,15241.0
2004-09-09 00:00:00+04:00,0.71,12.8,6.18,46.23,69.56,15247.0
2004-09-10 00:00:00+04:00,0.71,12.8,6.17,46.13,69.53,15233.0
2004-09-13 00:00:00+04:00,0.71,12.8,6.18,46.13,69.61,15256.0
2004-09-14 00:00:00+04:00,0.71,12.8,6.18,45.76,69.56,15237.0
2004-09-15 00:00:00+04:00,0.71,12.8,6.17,45.75,69.55,15225.0
2004-09-16 00:00:00+04:00,0.71,12.8,6.17,45.87,69.53,15226.0
2004-09-17 00:00:00+04:00,0.71,12.8,6.19,45.79,69.73,15263.0
2004-09-20 00:00:00+04:00,0.71,12.8,6.17,45.85,69.5,15221.0
2004-09-21 00:00:00+04:00,0.71,12.8,6.18,45.77,69.59,15243.0
2004-09-22 00:00:00+04:00,0.71,12.8,6.17,45.71,69.55,15230.0
2004-09-23 00:00:00+04:00,0.71,12.8,6.18,45.75,69.58,15236.0
2004-09-24 00:00:00+04:00,0.71,12.8,6.18,45.85,69.56,15240.0
2004-09-27 00:00:00+04:00,0.71,12.8,6.18,45.8,69.55,15232.0
2004-09-28 00:00:00+04:00,0.71,12.8,6.18,45.94,69.57,15242.0
2004-09-29 00:00:00+04:00,0.71,12.8,6.17,45.85,69.51,15221.0
2004-09-30 00:00:00+04:00,0.71,12.8,6.17,45.81,69.47,15223.0
2004-10-01 00:00:00+04:00,0.71,12.8,6.17,45.96,69.54,15238.0
2004-10-04 00:00:00+04:00,0.71,12.8,6.18,45.75,69.63,15262.0
2004-10-05 00:00:00+04:00,0.71,12.8,6.18,45.77,69.55,15242.0
2004-10-06 00:00:00+04:00,0.71,12.8,6.17,45.75,69.54,15242.0
2004-10-07 00:00:00+04:00,0.71,12.8,6.18,45.75,69.58,15245.0
2004-10-08 00:00:00+04:00,0.71,12.8,6.17,45.65,69.54,15240.0
2004-10-11 00:00:00+04:00,0.71,12.8,6.18,45.65,69.57,15248.0
2004-10-12 00:00:00+04:00,0.71,12.8,6.16,45.77,69.43,15243.0
2004-10-13 00:00:00+04:00,0.71,12.8,6.17,45.77,69.54,15235.0
2004-10-14 00:00:00+04:00,0.71,12.8,6.18,45.8,69.57,15241.0
2004-10-15 00:00:00+04:00,0.71,12.8,6.18,45.75,69.58,15250.0
2004-10-18 00:00:00+04:00,0.71,12.8,6.18,45.75,69.62,15252.0
2004-10-19 00:00:00+04:00,0.71,12.8,6.18,45.68,69.6,15242.0
2004-10-20 00:00:00+04:00,0.71,12.8,6.18,45.69,69.61,15251.0
2004-10-21 00:00:00+04:00,0.71,12.8,6.18,45.65,69.64,15254.0
2004-10-22 00:00:00+04:00,0.71,12.8,6.19,45.61,69.66,15264.0
2004-10-25 00:00:00+04:00,0.71,12.8,6.19,45.49,69.68,15275.0
2004-10-26 00:00:00+04:00,0.71,12.8,6.19,45.57,69.67,15267.0
2004-10-27 00:00:00+04:00,0.71,12.8,6.18,45.56,69.63,15254.0
2004-10-28 00:00:00+04:00,0.71,12.8,6.18,45.56,72.87,15750.0
2004-10-29 00:00:00+04:00,0.71,12.8,6.18,45.31,69.63,15254.0
2004-11-01 00:00:00+03:00,0.71,12.75,6.18,45.32,69.65,15752.0
2004-11-02 00:00:00+03:00,0.71,12.75,6.18,45.39,69.63,15740.0
2004-11-03 00:00:00+03:00,0.71,12.7,6.19,45.23,69.75,15739.0
2004-11-04 00:00:00+03:00,0.71,12.7,6.18,45.07,69.58,15740.0
2004-11-05 00:00:00+03:00,0.71,12.7,6.19,44.95,69.7,15742.0
2004-11-08 00:00:00+03:00,0.71,12.75,6.19,45.1,69.71,15734.0
2004-11-09 00:00:00+03:00,0.71,12.7,6.19,45.08,69.65,15742.0
2004-11-10 00:00:00+03:00,0.71,12.72,6.18,45.06,69.64,15740.0
2004-11-11 00:00:00+03:00,0.71,12.75,6.19,45.07,69.67,15740.0
2004-11-12 00:00:00+03:00,0.71,12.7,6.19,45.03,69.67,15752.0
2004-11-15 00:00:00+03:00,0.71,12.8,6.19,44.97,69.7,15269.0
2004-11-16 00:00:00+03:00,0.71,12.75,6.18,44.99,69.57,15750.0
2004-11-17 00:00:00+03:00,0.71,12.7,6.19,44.86,69.72,15752.0
2004-11-18 00:00:00+03:00,0.71,12.75,6.19,44.95,69.75,15765.0
2004-11-19 00:00:00+03:00,0.71,12.75,6.19,44.94,69.72,15758.0
2004-11-22 00:00:00+03:00,0.71,12.7,6.18,44.92,69.64,15763.0
2004-11-23 00:00:00+03:00,0.7,12.76,6.19,44.96,69.71,15775.0
2004-11-24 00:00:00+03:00,0.71,12.7,6.19,44.96,69.69,15774.0
2004-11-25 00:00:00+03:00,0.7,12.8,6.19,44.9,69.74,15303.0
2004-11-26 00:00:00+03:00,0.71,12.7,6.19,44.89,69.74,15777.0
2004-11-29 00:00:00+03:00,0.71,12.7,6.19,44.72,69.74,15780.0
2004-11-30 00:00:00+03:00,0.71,12.75,6.2,44.43,69.77,15768.0
2004-12-01 00:00:00+03:00,0.71,12.7,6.2,44.23,69.76,15765.0
2004-12-02 00:00:00+03:00,0.71,12.7,6.19,43.95,69.73,15780.0
2004-12-03 00:00:00+03:00,0.71,12.7,6.19,43.99,69.73,15774.0
2004-12-06 00:00:00+03:00,0.71,12.7,6.19,43.61,69.74,15777.0
2004-12-07 00:00:00+03:00,0.71,12.7,6.2,43.59,69.79,15770.0
2004-12-08 00:00:00+03:00,0.71,12.75,6.19,43.76,69.75,15770.0
2004-12-09 00:00:00+03:00,0.71,12.72,6.19,44.05,69.75,15764.0
2004-12-10 00:00:00+03:00,0.71,12.7,6.18,44.57,69.64,15770.0
2004-12-13 00:00:00+03:00,0.71,12.7,6.19,44.03,69.74,15766.0
2004-12-14 00:00:00+03:00,0.71,12.7,6.2,43.99,69.78,15760.0
2004-12-15 00:00:00+03:00,0.71,12.7,6.17,43.93,69.45,15768.0
2004-12-16 00:00:00+03:00,0.71,12.7,6.19,43.69,69.69,15775.0
2004-12-17 00:00:00+03:00,0.7,12.7,6.19,43.9,70.24,15766.0
2004-12-20 00:00:00+03:00,0.71,12.7,6.2,43.77,69.75,15765.0
2004-12-21 00:00:00+03:00,0.71,12.7,6.2,43.65,69.76,15779.0
2004-12-22 00:00:00+03:00,0.71,12.7,6.18,43.77,69.6,15770.0
2004-12-23 00:00:00+03:00,0.71,12.7,6.2,43.59,69.75,15770.0
2004-12-24 00:00:00+03:00,0.71,12.8,6.2,43.55,70.06,15775.0
2004-12-27 00:00:00+03:00,0.71,12.7,6.2,43.61,69.78,15775.0
2004-12-28 00:00:00+03:00,0.71,12.7,6.2,43.63,69.76,15780.0
2004-12-29 00:00:00+03:00,0.71,12.7,6.19,43.53,69.74,15780.0
2004-12-30 00:00:00+03:00,0.71,12.7,6.2,43.66,69.82,15778.0
2004-12-31 00:00:00+03:00,0.71,12.8,6.19,43.31,69.71,15302.0
2005-01-03 00:00:00+03:00,0.71,12.7,6.19,43.42,69.72,15771.0
2005-01-04 00:00:00+03:00,0.71,12.7,6.2,43.49,69.79,15773.0
2005-01-05 00:00:00+03:00,0.71,12.7,6.19,43.59,69.7,15775.0
2005-01-06 00:00:00+03:00,0.7,12.7,6.19,43.83,69.75,15785.0
2005-01-07 00:00:00+03:00,0.7,12.7,6.27,43.83,70.56,15785.0
2005-01-10 00:00:00+03:00,0.7,12.7,6.16,43.79,68.98,15773.0
2005-01-11 00:00:00+03:00,0.71,12.72,6.16,43.53,68.97,15770.0
2005-01-12 00:00:00+03:00,0.71,12.72,6.15,43.53,68.94,15766.0
2005-01-13 00:00:00+03:00,0.7,12.72,6.16,43.57,68.98,15771.0
2005-01-14 00:00:00+03:00,0.7,12.75,6.15,43.51,68.94,15745.0
2005-01-17 00:00:00+03:00,0.71,12.72,6.15,43.5,68.93,15781.0
2005-01-18 00:00:00+03:00,0.71,12.7,6.15,43.68,68.95,15780.0
2005-01-19 00:00:00+03:00,0.71,12.7,6.15,43.52,68.92,15781.0
2005-01-20 00:00:00+03:00,0.7,12.7,6.15,43.68,68.92,15780.0
2005-01-21 00:00:00+03:00,0.7,12.7,6.16,43.5,69.0,15784.0
2005-01-24 00:00:00+03:00,0.71,12.72,6.16,43.58,68.99,15785.0
2005-01-25 00:00:00+03:00,0.71,12.7,6.15,43.66,68.95,15785.0
2005-01-26 00:00:00+03:00,0.71,12.7,6.15,43.66,68.92,15781.0
2005-01-27 00:00:00+03:00,0.71,12.7,6.15,43.68,68.95,15791.0
2005-01-28 00:00:00+03:00,0.7,12.7,6.15,43.6,68.94,15785.0
2005-01-31 00:00:00+03:00,0.71,12.7,6.15,43.66,68.94,15781.0
2005-02-01 00:00:00+03:00,0.71,12.7,6.15,43.6,68.93,15800.0
2005-02-02 00:00:00+03:00,0.7,12.7,6.15,43.24,68.92,15795.0
2005-02-03 00:00:00+03:00,0.71,12.7,6.16,43.3,68.97,15790.0
2005-02-04 00:00:00+03:00,0.7,12.7,6.15,43.29,68.88,15798.0
2005-02-07 00:00:00+03:00,0.7,12.8,6.15,43.36,68.86,15786.0
2005-02-08 00:00:00+03:00,0.7,12.81,6.14,43.62,68.84,15790.0
2005-02-09 00:00:00+03:00,0.71,12.8,6.15,43.64,68.89,15796.0
2005-02-10 00:00:00+03:00,0.71,12.8,6.15,43.64,68.89,15795.0
2005-02-11 00:00:00+03:00,0.7,12.8,6.14,43.68,68.86,15800.0
2005-02-14 00:00:00+03:00,0.71,12.8,6.15,43.7,68.93,15144.0
2005-02-15 00:00:00+03:00,0.71,12.8,6.15,43.74,68.9,15784.0
2005-02-16 00:00:00+03:00,0.71,12.82,6.15,43.64,68.89,15795.0
2005-02-17 00:00:00+03:00,0.71,12.8,6.15,43.62,68.93,15780.0
2005-02-18 00:00:00+03:00,0.7,12.8,6.13,43.65,68.72,15788.0
2005-02-21 00:00:00+03:00,0.7,12.8,6.15,43.72,68.93,15790.0
2005-02-22 00:00:00+03:00,0.71,12.8,6.15,43.58,68.97,15790.0
2005-02-23 00:00:00+03:00,0.71,12.8,6.16,43.66,68.97,15788.0
2005-02-24 00:00:00+03:00,0.71,12.82,6.16,43.6,69.04,15799.0
2005-02-25 00:00:00+03:00,0.7,12.8,6.16,43.59,69.02,15790.0
2005-02-28 00:00:00+03:00,0.71,12.8,6.15,43.56,68.94,15796.0
2005-03-01 00:00:00+03:00,0.71,12.8,6.16,43.64,68.99,15804.0
2005-03-02 00:00:00+03:00,0.71,12.8,6.15,43.64,68.94,15798.0
2005-03-03 00:00:00+03:00,0.71,12.8,6.15,43.58,68.91,15808.0
2005-03-04 00:00:00+03:00,0.7,12.8,6.09,43.57,68.3,15202.0
2005-03-07 00:00:00+03:00,0.7,12.8,6.15,43.58,68.95,15159.0
2005-03-08 00:00:00+03:00,0.71,12.8,6.16,43.56,69.0,15168.0
2005-03-09 00:00:00+03:00,0.71,12.8,6.17,43.58,69.09,15193.0
2005-03-10 00:00:00+03:00,0.71,12.8,6.16,43.5,69.0,15167.0
2005-03-11 00:00:00+03:00,0.7,12.8,6.16,43.41,69.02,15166.0
2005-03-14 00:00:00+03:00,0.71,12.8,6.15,43.46,68.96,15153.0
2005-03-15 00:00:00+03:00,0.71,12.8,6.16,43.48,69.04,15172.0
2005-03-16 00:00:00+03:00,0.7,12.8,6.16,43.55,68.99,15163.0
2005-03-17 00:00:00+03:00,0.71,12.8,6.16,43.55,69.04,15173.0
2005-03-18 00:00:00+03:00,0.7,12.75,6.16,43.55,69.01,15815.0
2005-03-21 00:00:00+03:00,0.71,12.8,6.15,43.55,68.96,15808.0
2005-03-22 00:00:00+03:00,0.71,12.8,6.15,43.65,68.97,15815.0
2005-03-23 00:00:00+03:00,0.71,12.82,6.16,43.66,68.98,15820.0
2005-03-24 00:00:00+03:00,0.71,12.8,6.15,43.64,68.88,15818.0
2005-03-25 00:00:00+03:00,0.71,12.8,6.15,43.62,68.88,15820.0
2005-03-28 00:00:00+04:00,0.71,12.78,6.15,43.65,69.99,15825.0
2005-03-29 00:00:00+04:00,0.7,12.78,6.15,43.65,68.91,15825.0
2005-03-30 00:00:00+04:00,0.71,12.8,6.15,43.75,68.93,15828.0
2005-03-31 00:00:00+04:00,0.71,12.78,6.15,43.61,68.91,15825.0
2005-04-01 00:00:00+04:00,0.7,12.8,6.15,43.49,68.91,15815.0
2005-04-04 00:00:00+04:00,0.7,12.8,6.15,43.65,68.9,15818.0
2005-04-05 00:00:00+04:00,0.71,12.8,6.15,43.65,68.89,15825.0
2005-04-06 00:00:00+04:00,0.71,12.8,6.15,43.68,68.91,15826.0
2005-04-07 00:00:00+04:00,0.71,12.8,6.15,43.62,68.94,15830.0
